customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00393,Male,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.45,2523.57,Yes
CUST-00394,Male,1,No,No,43,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,62.63,2703.75,No
CUST-00395,Male,1,No,No,52,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),78.29,4102.43,Yes
CUST-00396,Male,0,No,No,63,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,93.59,5895.18,Yes
CUST-00397,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.78,301.9,Yes
CUST-00398,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,110.01,1526.94,Yes
CUST-00399,Female,0,No,No,20,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.03,1489.52,Yes
CUST-00400,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),89.9,2002.0,No
CUST-00401,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,107.78,7759.51,Yes
CUST-00402,Male,0,Yes,Yes,56,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,Yes,Electronic check,85.21,4742.02,No
CUST-00403,Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),93.82,2137.83,No
CUST-00404,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,117.29,8163.42,Yes
CUST-00405,Male,0,Yes,Yes,36,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),35.7,1297.08,Yes
CUST-00406,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.76,3096.85,No
CUST-00407,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Electronic check,66.77000000000001,2071.45,No
CUST-00408,Female,0,No,No,10,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,52.33,,No
CUST-00409,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,59.29,4058.87,Yes
CUST-00410,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),70.41,76.37,No
CUST-00411,Male,0,Yes,No,12,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,82.4,977.71,Yes
CUST-00412,Male,1,No,No,16,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,119.61,1916.7,Yes
CUST-00413,Male,0,No,Yes,20,Yes,No,No,No internet service,No,No,No internet service,No,Yes,One year,Yes,Mailed check,29.24,625.75,No
CUST-00414,Female,0,Yes,No,9,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,41.04,381.8,No
CUST-00415,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),110.04,102.24,Yes
CUST-00416,Male,0,No,Yes,49,Yes,No,No,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.6,2135.51,Yes
CUST-00417,Female,0,Yes,Yes,70,No,No phone service,No,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),45.51,3194.97,No
CUST-00418,Male,0,No,No,8,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,42.34,330.3,Yes
CUST-00419,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.79,2106.4,No
CUST-00420,Male,0,No,No,36,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,61.92,2228.89,No
CUST-00421,Female,0,Yes,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.86,4845.0,No
CUST-00422,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.02000000000001,3516.82,No
CUST-00423,Female,1,Yes,Yes,55,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,129.70999999999998,7125.86,Yes
CUST-00424,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.86,3455.5,No
CUST-00425,Female,0,No,No,30,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,54.79,1643.87,Yes
CUST-00426,Female,1,No,No,14,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),90.15,1268.99,Yes
CUST-00427,Male,0,Yes,Yes,63,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,78.96,4979.55,No
CUST-00428,Male,0,Yes,Yes,58,Yes,No,No,No,No internet service,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),38.93,2215.73,No
CUST-00429,Female,1,No,No,1,Yes,No,No,No,No,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),33.019999999999996,23.113999999999997,Yes
CUST-00430,Male,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,76.08,3960.69,No
CUST-00431,Male,0,Yes,No,6,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),78.37,453.16,Yes
CUST-00432,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No,No,No,No,One year,Yes,Mailed check,31.92,1658.97,No
CUST-00433,Male,0,Yes,Yes,60,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,93.65,5602.56,Yes
CUST-00434,Male,0,No,Yes,9,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),34.31,327.28,No
CUST-00435,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.86,2823.82,Yes
CUST-00436,Female,0,No,No,9,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),83.63,768.11,Yes
CUST-00437,Male,0,No,No,41,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),82.46,3389.92,No
CUST-00438,Male,0,Yes,No,67,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,73.46,4903.44,Yes
CUST-00439,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,88.63,458.68,No
CUST-00440,Female,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,106.55,3101.66,Yes
CUST-00441,Female,1,No,No,71,Yes,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,44.32,3144.37,Yes
CUST-00442,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,No,Mailed check,108.4,2277.58,Yes
CUST-00443,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,95.16,872.29,Yes
CUST-00444,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,59.17,2055.96,No
CUST-00445,Male,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),101.64,3782.44,No
CUST-00446,Female,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,52.65,2538.5,Yes
CUST-00447,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,69.2,1522.45,No
CUST-00448,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),80.0,5550.62,Yes
CUST-00449,Female,1,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.08,2219.15,No
CUST-00450,Male,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,96.53,1921.4,Yes
CUST-00451,Male,0,Yes,Yes,70,Yes,No,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),70.42,4915.75,No
CUST-00452,Female,0,Yes,Yes,67,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),31.56,2121.68,No
CUST-00453,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),62.4,2270.05,Yes
CUST-00454,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Two year,No,Electronic check,66.7,47.04,No
CUST-00455,Female,0,No,Yes,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,109.13,4758.7,No
CUST-00456,Male,1,No,Yes,40,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.980000000000004,1785.94,Yes
CUST-00457,Male,0,No,Yes,10,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,84.19,849.11,Yes
CUST-00458,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.02,4968.97,Yes
CUST-00459,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),102.94,6280.26,Yes
CUST-00460,Male,1,Yes,Yes,7,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.72,514.19,Yes
CUST-00461,Female,0,Yes,No,52,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),88.12,4603.59,Yes
CUST-00462,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),91.25,895.42,Yes
CUST-00463,Male,0,Yes,Yes,54,Yes,Yes,DSL,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),62.89,3360.68,No
CUST-00464,Male,1,Yes,Yes,30,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),67.16,1992.36,No
CUST-00465,Female,0,Yes,No,0,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,48.92,0.0,Yes
CUST-00466,Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),91.02,,Yes
CUST-00467,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),59.7,676.26,Yes
CUST-00468,Female,1,No,Yes,43,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),71.43,3087.76,No
CUST-00469,Male,0,No,No,13,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,No,Electronic check,37.91,453.19,No
CUST-00470,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.17,4023.02,No
CUST-00471,Male,1,No,No,53,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),78.16,4118.32,No
CUST-00472,Female,0,Yes,Yes,58,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,49.02,2860.98,No
CUST-00473,Male,0,Yes,Yes,31,No,No phone service,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),54.95,1714.54,Yes
CUST-00474,Female,0,Yes,Yes,34,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),104.29,3565.45,No
CUST-00475,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,112.63,5175.08,Yes
CUST-00476,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,122.13,6957.58,Yes
CUST-00477,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113.63,6901.45,No
CUST-00478,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,117.33,96.72,Yes
CUST-00479,Male,1,Yes,Yes,48,Yes,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),60.28,2912.41,Yes
CUST-00480,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),88.16,624.47,No
CUST-00481,Male,0,Yes,Yes,21,No,No phone service,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.87,1007.36,No
CUST-00482,Male,0,Yes,Yes,60,No,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,118.66,7144.84,Yes
CUST-00483,Female,0,No,No,18,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,74.96,1323.28,No
CUST-00484,Male,0,Yes,Yes,58,Yes,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),51.94,3026.92,Yes
CUST-00485,Female,1,No,Yes,33,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Electronic check,84.42,2762.28,Yes
CUST-00486,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,138.13,2239.64,Yes
CUST-00487,Male,0,Yes,Yes,24,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),68.59,1657.05,Yes
CUST-00488,Male,0,No,Yes,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,132.76999999999998,5064.55,No
CUST-00489,Female,0,Yes,No,55,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,55.17,3020.32,Yes
CUST-00490,Female,0,Yes,Yes,44,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),63.06,2818.28,Yes
CUST-00491,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.51,4290.65,No
CUST-00492,Female,0,No,Yes,63,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,64.07,4045.02,No
CUST-00493,Female,0,No,No,54,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Mailed check,61.84,3362.87,No
CUST-00494,Female,0,No,No,44,Yes,Yes,No,Yes,No internet service,No,Yes,No,No,One year,Yes,Credit card (automatic),42.76,1875.4,Yes
CUST-00495,Female,0,No,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),78.64,1626.07,Yes
CUST-00496,Male,0,Yes,No,30,Yes,No,No,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.83,1390.82,No
CUST-00497,Female,0,No,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),90.89,708.73,No
CUST-00498,Male,0,Yes,Yes,27,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,98.8,2693.8,Yes
CUST-00499,Female,0,No,No,67,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),47.86,3227.58,No
CUST-00500,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,67.82,2107.12,Yes
CUST-00501,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),71.19,573.11,Yes
CUST-00502,Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),102.01,4814.26,No
CUST-00503,Male,0,Yes,Yes,70,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,42.26,2963.69,Yes
CUST-00504,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),28.45,1784.26,Yes
CUST-00505,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.76,2064.91,No
CUST-00506,Male,1,No,No,33,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.38,,Yes
CUST-00507,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),89.31,3401.11,No
CUST-00508,Female,0,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),119.35,2203.41,No
CUST-00509,Female,0,No,No,19,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.44,880.44,Yes
CUST-00510,Male,1,No,No,17,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,80.15,1368.59,No
CUST-00511,Female,0,No,Yes,72,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),34.86,2516.43,No
CUST-00512,Male,1,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,88.36,4784.46,No
CUST-00513,Female,0,No,Yes,61,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,74.62,4532.48,No
CUST-00514,Female,0,No,No,59,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.57,6994.09,No
CUST-00515,Female,0,Yes,No,70,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),72.51,5092.25,Yes
CUST-00516,Female,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,93.31,646.51,Yes
CUST-00517,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,90.13,5784.12,No
CUST-00518,Male,0,No,Yes,4,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.55,264.13,Yes
CUST-00519,Male,0,Yes,Yes,34,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Mailed check,26.95,924.34,No
CUST-00520,Female,1,No,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.17,3384.33,Yes
CUST-00521,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),117.93,3061.63,Yes
CUST-00522,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,95.82,929.16,Yes
CUST-00523,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),43.28,600.59,No
CUST-00524,Female,0,No,No,60,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.52,5354.69,Yes
CUST-00525,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),92.9,2094.19,Yes
CUST-00526,Female,1,No,No,22,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Electronic check,63.12,1386.51,No
CUST-00527,Female,0,No,Yes,67,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,127.99,8579.31,Yes
CUST-00528,Female,0,No,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),56.65,586.92,No
CUST-00529,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),83.8,,Yes
CUST-00530,Female,0,No,Yes,67,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),59.24,3970.85,Yes
CUST-00531,Male,0,No,No,43,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,44.82,1949.82,No
CUST-00532,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),88.37,1048.95,No
CUST-00533,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,55.88,625.4,Yes
CUST-00534,Female,1,No,Yes,20,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.13,2214.55,Yes
CUST-00535,Male,1,No,No,42,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),94.18,3918.31,No
CUST-00536,Female,1,Yes,Yes,11,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),54.8,608.25,Yes
CUST-00537,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,56.35,1882.81,No
CUST-00538,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),70.04,553.31,Yes
CUST-00539,Female,1,Yes,Yes,39,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,48.72,1927.82,No
CUST-00540,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,103.96,116.64,No
CUST-00541,Male,0,No,Yes,51,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),52.92,2734.31,No
CUST-00542,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.32,364.93,No
CUST-00543,Male,0,No,Yes,14,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),73.12,1060.73,Yes
CUST-00544,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),72.1,871.2,No
CUST-00545,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,89.08,5317.44,Yes
CUST-00546,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,74.53,210.97,No
CUST-00547,Male,0,Yes,Yes,31,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.99,1322.06,No
CUST-00548,Male,0,No,No,43,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),39.78,1730.51,No
CUST-00549,Female,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,66.05,2437.64,Yes
CUST-00550,Male,0,No,No,49,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,93.09,4597.5,Yes
CUST-00551,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,101.06,5854.4,No
CUST-00552,Female,1,No,No,28,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),130.91,3674.72,Yes
CUST-00553,Male,0,Yes,No,60,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,76.57,4602.89,No
CUST-00554,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.18,2024.53,Yes
CUST-00555,Female,1,Yes,No,71,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,57.49,4079.58,Yes
CUST-00556,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,71.64,2626.65,No
CUST-00557,Female,0,Yes,Yes,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,60.36,3180.63,No
CUST-00558,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Electronic check,54.2,3427.1,No
CUST-00559,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),97.2,5517.31,Yes
CUST-00560,Male,0,No,No,62,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,41.52,2555.59,Yes
CUST-00561,Female,0,No,No,39,Yes,No,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.09,2666.22,No
